effort	n.	effort（名词）	the effort
egg	n.	egg（名词）	the egg
election	n.	election（名词）	the election
electricity	n.	electricity（名词）	the electricity
element	n.	element（名词）	the element
elephant	n.	elephant（名词）	the elephant
emergency	n.	emergency（名词）	the emergency
emotion	n.	emotion（名词）	the emotion
emphasis	n.	emphasis（名词）	the emphasis
empire	n.	empire（名词）	the empire
employee	n.	employee（名词）	the employee
employer	n.	employer（名词）	the employer
employment	n.	employment（名词）	the employment
enemy	n.	enemy（名词）	the enemy
energy	n.	energy（名词）	the energy
engine	n.	engine（名词）	the engine
engineer	n.	engineer（名词）	the engineer
engineering	n.	engineering（名词）	the engineering
enterprise	n.	enterprise（名词）	the enterprise
entertainment	n.	entertainment（名词）	the entertainment
enthusiasm	n.	enthusiasm（名词）	the enthusiasm
entrance	n.	entrance（名词）	the entrance
entry	n.	entry（名词）	the entry
environment	n.	environment（名词）	the environment
episode	n.	episode（名词）	the episode
equality	n.	equality（名词）	the equality
equipment	n.	equipment（名词）	the equipment
error	n.	error（名词）	the error
essay	n.	essay（名词）	the essay
essence	n.	essence（名词）	the essence
estate	n.	estate（名词）	the estate
evaluation	n.	evaluation（名词）	the evaluation
event	n.	event（名词）	the event
evidence	n.	evidence（名词）	the evidence
evolution	n.	evolution（名词）	the evolution
exam	n.	exam（名词）	the exam
examination	n.	examination（名词）	the examination
example	n.	example（名词）	the example
exception	n.	exception（名词）	the exception
excitement	n.	excitement（名词）	the excitement
exhibition	n.	exhibition（名词）	the exhibition
existence	n.	existence（名词）	the existence
exit	n.	exit（名词）	the exit
expansion	n.	expansion（名词）	the expansion
expectation	n.	expectation（名词）	the expectation
expert	n.	expert（名词）	the expert
explanation	n.	explanation（名词）	the explanation
exploration	n.	exploration（名词）	the exploration
explosion	n.	explosion（名词）	the explosion
exposure	n.	exposure（名词）	the exposure
expression	n.	expression（名词）	the expression
extension	n.	extension（名词）	the extension
extent	n.	extent（名词）	the extent
eye	n.	eye（名词）	the eye
fact	n.	fact（名词）	the fact
factor	n.	factor（名词）	the factor
factory	n.	factory（名词）	the factory
faculty	n.	faculty（名词）	the faculty
failure	n.	failure（名词）	the failure
faith	n.	faith（名词）	the faith
fame	n.	fame（名词）	the fame
family	n.	family（名词）	the family
farmer	n.	farmer（名词）	the farmer
fashion	n.	fashion（名词）	the fashion
fault	n.	fault（名词）	the fault
feature	n.	feature（名词）	the feature
fee	n.	fee（名词）	the fee
feedback	n.	feedback（名词）	the feedback
feeling	n.	feeling（名词）	the feeling
fellow	n.	fellow（名词）	the fellow
field	n.	field（名词）	the field
finding	n.	finding（名词）	the finding
finger	n.	finger（名词）	the finger
firm	n.	firm（名词）	the firm
fish	n.	fish（名词）	the fish
fitness	n.	fitness（名词）	the fitness
flag	n.	flag（名词）	the flag
flame	n.	flame（名词）	the flame
flat	n.	flat（名词）	the flat
flavor	n.	flavor（名词）	the flavor
flight	n.	flight（名词）	the flight
floor	n.	floor（名词）	the floor
flower	n.	flower（名词）	the flower
food	n.	food（名词）	the food
foot	n.	foot（名词）	the foot
football	n.	football（名词）	the football
foreigner	n.	foreigner（名词）	the foreigner
forest	n.	forest（名词）	the forest
formation	n.	formation（名词）	the formation
formula	n.	formula（名词）	the formula
fortune	n.	fortune（名词）	the fortune
foundation	n.	foundation（名词）	the foundation
framework	n.	framework（名词）	the framework
freedom	n.	freedom（名词）	the freedom
friend	n.	friend（名词）	the friend
friendship	n.	friendship（名词）	the friendship
front	n.	front（名词）	the front
fruit	n.	fruit（名词）	the fruit
fuel	n.	fuel（名词）	the fuel
funeral	n.	funeral（名词）	the funeral
furniture	n.	furniture（名词）	the furniture
future	n.	future（名词）	the future
game	n.	game（名词）	the game
gap	n.	gap（名词）	the gap
garage	n.	garage（名词）	the garage
garden	n.	garden（名词）	the garden
gas	n.	gas（名词）	the gas
gate	n.	gate（名词）	the gate
gathering	n.	gathering（名词）	the gathering
gender	n.	gender（名词）	the gender
gene	n.	gene（名词）	the gene
generation	n.	generation（名词）	the generation
genius	n.	genius（名词）	the genius
gentleman	n.	gentleman（名词）	the gentleman
geography	n.	geography（名词）	the geography
gesture	n.	gesture（名词）	the gesture
gift	n.	gift（名词）	the gift
girl	n.	girl（名词）	the girl
glass	n.	glass（名词）	the glass
goal	n.	goal（名词）	the goal
gold	n.	gold（名词）	the gold
golf	n.	golf（名词）	the golf
government	n.	government（名词）	the government
grain	n.	grain（名词）	the grain
grammar	n.	grammar（名词）	the grammar
grandfather	n.	grandfather（名词）	the grandfather
grandmother	n.	grandmother（名词）	the grandmother
graph	n.	graph（名词）	the graph
grass	n.	grass（名词）	the grass
gravity	n.	gravity（名词）	the gravity
green	n.	green（名词）	the green
grocery	n.	grocery（名词）	the grocery
ground	n.	ground（名词）	the ground
group	n.	group（名词）	the group
growth	n.	growth（名词）	the growth
guest	n.	guest（名词）	the guest
guidance	n.	guidance（名词）	the guidance
guilt	n.	guilt（名词）	the guilt
habit	n.	habit（名词）	the habit
hair	n.	hair（名词）	the hair
half	n.	half（名词）	the half
hall	n.	hall（名词）	the hall
hand	n.	hand（名词）	the hand
happiness	n.	happiness（名词）	the happiness
harbor	n.	harbor（名词）	the harbor
hardship	n.	hardship（名词）	the hardship
hat	n.	hat（名词）	the hat
headache	n.	headache（名词）	the headache
health	n.	health（名词）	the health
heart	n.	heart（名词）	the heart
heaven	n.	heaven（名词）	the heaven
height	n.	height（名词）	the height
heritage	n.	heritage（名词）	the heritage
hero	n.	hero（名词）	the hero
highway	n.	highway（名词）	the highway
hill	n.	hill（名词）	the hill
history	n.	history（名词）	the history
hobby	n.	hobby（名词）	the hobby
holiday	n.	holiday（名词）	the holiday
home	n.	home（名词）	the home
homework	n.	homework（名词）	the homework
horizon	n.	horizon（名词）	the horizon
horse	n.	horse（名词）	the horse
hospital	n.	hospital（名词）	the hospital
hotel	n.	hotel（名词）	the hotel
hour	n.	hour（名词）	the hour
household	n.	household（名词）	the household
housing	n.	housing（名词）	the housing
human	n.	human（名词）	the human
humor	n.	humor（名词）	the humor
hunger	n.	hunger（名词）	the hunger
husband	n.	husband（名词）	the husband
ice	n.	ice（名词）	the ice
idea	n.	idea（名词）	the idea
ideal	n.	ideal（名词）	the ideal
identity	n.	identity（名词）	the identity
illness	n.	illness（名词）	the illness
image	n.	image（名词）	the image
imagination	n.	imagination（名词）	the imagination
impact	n.	impact（名词）	the impact
importance	n.	importance（名词）	the importance
impression	n.	impression（名词）	the impression
improvement	n.	improvement（名词）	the improvement
impulse	n.	impulse（名词）	the impulse
incentive	n.	incentive（名词）	the incentive
incident	n.	incident（名词）	the incident
income	n.	income（名词）	the income
index	n.	index（名词）	the index
indication	n.	indication（名词）	the indication
individual	n.	individual（名词）	the individual
industry	n.	industry（名词）	the industry
infant	n.	infant（名词）	the infant
infection	n.	infection（名词）	the infection
inflation	n.	inflation（名词）	the inflation
information	n.	information（名词）	the information
initiative	n.	initiative（名词）	the initiative
injury	n.	injury（名词）	the injury
innovation	n.	innovation（名词）	the innovation
inquiry	n.	inquiry（名词）	the inquiry
insect	n.	insect（名词）	the insect
insight	n.	insight（名词）	the insight
institution	n.	institution（名词）	the institution
instruction	n.	instruction（名词）	the instruction
instrument	n.	instrument（名词）	the instrument
insurance	n.	insurance（名词）	the insurance
integration	n.	integration（名词）	the integration
intelligence	n.	intelligence（名词）	the intelligence
intention	n.	intention（名词）	the intention
interaction	n.	interaction（名词）	the interaction
interface	n.	interface（名词）	the interface
interpretation	n.	interpretation（名词）	the interpretation
interval	n.	interval（名词）	the interval
intervention	n.	intervention（名词）	the intervention
introduction	n.	introduction（名词）	the introduction
invention	n.	invention（名词）	the invention
investigation	n.	investigation（名词）	the investigation
investment	n.	investment（名词）	the investment
invitation	n.	invitation（名词）	the invitation
iron	n.	iron（名词）	the iron
island	n.	island（名词）	the island
item	n.	item（名词）	the item
jacket	n.	jacket（名词）	the jacket
job	n.	job（名词）	the job
joint	n.	joint（名词）	the joint
journal	n.	journal（名词）	the journal
journey	n.	journey（名词）	the journey
joy	n.	joy（名词）	the joy
judgment	n.	judgment（名词）	the judgment
juice	n.	juice（名词）	the juice
jury	n.	jury（名词）	the jury
justice	n.	justice（名词）	the justice
key	n.	key（名词）	the key
kid	n.	kid（名词）	the kid
kind	n.	kind（名词）	the kind
king	n.	king（名词）	the king
kitchen	n.	kitchen（名词）	the kitchen
knee	n.	knee（名词）	the knee
knife	n.	knife（名词）	the knife
knowledge	n.	knowledge（名词）	the knowledge
lab	n.	lab（名词）	the lab
labor	n.	labor（名词）	the labor
lady	n.	lady（名词）	the lady
lake	n.	lake（名词）	the lake
landscape	n.	landscape（名词）	the landscape
language	n.	language（名词）	the language
law	n.	law（名词）	the law
lawyer	n.	lawyer（名词）	the lawyer
layer	n.	layer（名词）	the layer
leader	n.	leader（名词）	the leader
leadership	n.	leadership（名词）	the leadership
leaf	n.	leaf（名词）	the leaf
league	n.	league（名词）	the league
learning	n.	learning（名词）	the learning
lecture	n.	lecture（名词）	the lecture
leg	n.	leg（名词）	the leg
legend	n.	legend（名词）	the legend
legislation	n.	legislation（名词）	the legislation
leisure	n.	leisure（名词）	the leisure
length	n.	length（名词）	the length
lesson	n.	lesson（名词）	the lesson
letter	n.	letter（名词）	the letter
liberty	n.	liberty（名词）	the liberty
library	n.	library（名词）	the library
license	n.	license（名词）	the license
life	n.	life（名词）	the life
lifestyle	n.	lifestyle（名词）	the lifestyle
lifetime	n.	lifetime（名词）	the lifetime
line	n.	line（名词）	the line
lion	n.	lion（名词）	the lion
lip	n.	lip（名词）	the lip
literature	n.	literature（名词）	the literature
living	n.	living（名词）	the living
location	n.	location（名词）	the location
logic	n.	logic（名词）	the logic
loss	n.	loss（名词）	the loss
luck	n.	luck（名词）	the luck
lunch	n.	lunch（名词）	the lunch
machine	n.	machine（名词）	the machine
magazine	n.	magazine（名词）	the magazine
magic	n.	magic（名词）	the magic
mail	n.	mail（名词）	the mail
maintenance	n.	maintenance（名词）	the maintenance
major	n.	major（名词）	the major
majority	n.	majority（名词）	the majority
maker	n.	maker（名词）	the maker
man	n.	man（名词）	the man
management	n.	management（名词）	the management
manager	n.	manager（名词）	the manager
manner	n.	manner（名词）	the manner
manufacturer	n.	manufacturer（名词）	the manufacturer
margin	n.	margin（名词）	the margin
marriage	n.	marriage（名词）	the marriage
mask	n.	mask（名词）	the mask
mass	n.	mass（名词）	the mass
master	n.	master（名词）	the master
material	n.	material（名词）	the material
math	n.	math（名词）	the math
maximum	n.	maximum（名词）	the maximum
meal	n.	meal（名词）	the meal
meaning	n.	meaning（名词）	the meaning
meat	n.	meat（名词）	the meat
mechanism	n.	mechanism（名词）	the mechanism
media	n.	media（名词）	the media
medicine	n.	medicine（名词）	the medicine
meeting	n.	meeting（名词）	the meeting
member	n.	member（名词）	the member
memory	n.	memory（名词）	the memory
menu	n.	menu（名词）	the menu
message	n.	message（名词）	the message
metal	n.	metal（名词）	the metal
method	n.	method（名词）	the method
middle	n.	middle（名词）	the middle
midnight	n.	midnight（名词）	the midnight
mile	n.	mile（名词）	the mile
milk	n.	milk（名词）	the milk
minimum	n.	minimum（名词）	the minimum
minister	n.	minister（名词）	the minister
ministry	n.	ministry（名词）	the ministry
minor	n.	minor（名词）	the minor
minority	n.	minority（名词）	the minority
minute	n.	minute（名词）	the minute
mirror	n.	mirror（名词）	the mirror
mission	n.	mission（名词）	the mission
mistake	n.	mistake（名词）	the mistake
mixture	n.	mixture（名词）	the mixture
mode	n.	mode（名词）	the mode
moderation	n.	moderation（名词）	the moderation
modernization	n.	modernization（名词）	the modernization
moment	n.	moment（名词）	the moment
money	n.	money（名词）	the money
month	n.	month（名词）	the month
mood	n.	mood（名词）	the mood
moon	n.	moon（名词）	the moon
moral	n.	moral（名词）	the moral
morning	n.	morning（名词）	the morning
mortality	n.	mortality（名词）	the mortality
mother	n.	mother（名词）	the mother
motion	n.	motion（名词）	the motion
motivation	n.	motivation（名词）	the motivation
motor	n.	motor（名词）	the motor
mountain	n.	mountain（名词）	the mountain
mouse	n.	mouse（名词）	the mouse
mouth	n.	mouth（名词）	the mouth
movement	n.	movement（名词）	the movement
movie	n.	movie（名词）	the movie
mud	n.	mud（名词）	the mud
muscle	n.	muscle（名词）	the muscle
museum	n.	museum（名词）	the museum
music	n.	music（名词）	the music
mystery	n.	mystery（名词）	the mystery
myth	n.	myth（名词）	the myth
nation	n.	nation（名词）	the nation
native	n.	native（名词）	the native
nature	n.	nature（名词）	the nature
navigation	n.	navigation（名词）	the navigation
negotiation	n.	negotiation（名词）	the negotiation
neighbor	n.	neighbor（名词）	the neighbor
neighborhood	n.	neighborhood（名词）	the neighborhood
nerve	n.	nerve（名词）	the nerve
network	n.	network（名词）	the network
news	n.	news（名词）	the news
newspaper	n.	newspaper（名词）	the newspaper
night	n.	night（名词）	the night
noise	n.	noise（名词）	the noise
nomination	n.	nomination（名词）	the nomination
norm	n.	norm（名词）	the norm
notion	n.	notion（名词）	the notion
novel	n.	novel（名词）	the novel
number	n.	number（名词）	the number
nurse	n.	nurse（名词）	the nurse
nut	n.	nut（名词）	the nut
objective	n.	objective（名词）	the objective
obligation	n.	obligation（名词）	the obligation
observation	n.	observation（名词）	the observation
observer	n.	observer（名词）	the observer
obstacle	n.	obstacle（名词）	the obstacle
occasion	n.	occasion（名词）	the occasion
occupation	n.	occupation（名词）	the occupation
ocean	n.	ocean（名词）	the ocean
office	n.	office（名词）	the office
officer	n.	officer（名词）	the officer
official	n.	official（名词）	the official
oil	n.	oil（名词）	the oil
operation	n.	operation（名词）	the operation
opinion	n.	opinion（名词）	the opinion
opponent	n.	opponent（名词）	the opponent
opportunity	n.	opportunity（名词）	the opportunity
opposition	n.	opposition（名词）	the opposition
option	n.	option（名词）	the option
organization	n.	organization（名词）	the organization
origin	n.	origin（名词）	the origin
outcome	n.	outcome（名词）	the outcome
output	n.	output（名词）	the output
outside	n.	outside（名词）	the outside
owner	n.	owner（名词）	the owner
ownership	n.	ownership（名词）	the ownership
oxygen	n.	oxygen（名词）	the oxygen
pace	n.	pace（名词）	the pace
package	n.	package（名词）	the package
page	n.	page（名词）	the page
pain	n.	pain（名词）	the pain
painting	n.	painting（名词）	the painting
palace	n.	palace（名词）	the palace
paper	n.	paper（名词）	the paper
paragraph	n.	paragraph（名词）	the paragraph
parent	n.	parent（名词）	the parent
parking	n.	parking（名词）	the parking
participant	n.	participant（名词）	the participant
participation	n.	participation（名词）	the participation
partner	n.	partner（名词）	the partner
party	n.	party（名词）	the party
passage	n.	passage（名词）	the passage
passenger	n.	passenger（名词）	the passenger
passion	n.	passion（名词）	the passion
passport	n.	passport（名词）	the passport
past	n.	past（名词）	the past
path	n.	path（名词）	the path
patience	n.	patience（名词）	the patience
patient	n.	patient（名词）	the patient
pattern	n.	pattern（名词）	the pattern
payment	n.	payment（名词）	the payment
peace	n.	peace（名词）	the peace
peak	n.	peak（名词）	the peak
pen	n.	pen（名词）	the pen
penalty	n.	penalty（名词）	the penalty
pension	n.	pension（名词）	the pension
people	n.	people（名词）	the people
percent	n.	percent（名词）	the percent
percentage	n.	percentage（名词）	the percentage
perception	n.	perception（名词）	the perception
performance	n.	performance（名词）	the performance
period	n.	period（名词）	the period
permission	n.	permission（名词）	the permission
person	n.	person（名词）	the person
personality	n.	personality（名词）	the personality
perspective	n.	perspective（名词）	the perspective
phase	n.	phase（名词）	the phase
phenomenon	n.	phenomenon（名词）	the phenomenon
philosophy	n.	philosophy（名词）	the philosophy
phone	n.	phone（名词）	the phone
photo	n.	photo（名词）	the photo
phrase	n.	phrase（名词）	the phrase
physics	n.	physics（名词）	the physics
piano	n.	piano（名词）	the piano
piece	n.	piece（名词）	the piece
pig	n.	pig（名词）	the pig
pile	n.	pile（名词）	the pile
pilot	n.	pilot（名词）	the pilot
pin	n.	pin（名词）	the pin
pipe	n.	pipe（名词）	the pipe
plane	n.	plane（名词）	the plane
planet	n.	planet（名词）	the planet
plastic	n.	plastic（名词）	the plastic
plate	n.	plate（名词）	the plate
platform	n.	platform（名词）	the platform
player	n.	player（名词）	the player
pleasure	n.	pleasure（名词）	the pleasure
plenty	n.	plenty（名词）	the plenty
pocket	n.	pocket（名词）	the pocket
poem	n.	poem（名词）	the poem
poet	n.	poet（名词）	the poet
poetry	n.	poetry（名词）	the poetry
policy	n.	policy（名词）	the policy
politics	n.	politics（名词）	the politics
poll	n.	poll（名词）	the poll
pollution	n.	pollution（名词）	the pollution
population	n.	population（名词）	the population
port	n.	port（名词）	the port
portion	n.	portion（名词）	the portion
position	n.	position（名词）	the position
possession	n.	possession（名词）	the possession
possibility	n.	possibility（名词）	the possibility
pot	n.	pot（名词）	the pot
potato	n.	potato（名词）	the potato
potential	n.	potential（名词）	the potential
pound	n.	pound（名词）	the pound
poverty	n.	poverty（名词）	the poverty
power	n.	power（名词）	the power
practice	n.	practice（名词）	the practice
precedent	n.	precedent（名词）	the precedent
precaution	n.	precaution（名词）	the precaution
precision	n.	precision（名词）	the precision
preference	n.	preference（名词）	the preference
pregnancy	n.	pregnancy（名词）	the pregnancy
preparation	n.	preparation（名词）	the preparation
presence	n.	presence（名词）	the presence
presentation	n.	presentation（名词）	the presentation
preservation	n.	preservation（名词）	the preservation
president	n.	president（名词）	the president
pressure	n.	pressure（名词）	the pressure
price	n.	price（名词）	the price
pride	n.	pride（名词）	the pride
priest	n.	priest（名词）	the priest
primary	n.	primary（名词）	the primary
principle	n.	principle（名词）	the principle
priority	n.	priority（名词）	the priority
prison	n.	prison（名词）	the prison
privacy	n.	privacy（名词）	the privacy
problem	n.	problem（名词）	the problem
procedure	n.	procedure（名词）	the procedure
product	n.	product（名词）	the product
production	n.	production（名词）	the production
profession	n.	profession（名词）	the profession
professor	n.	professor（名词）	the professor
profile	n.	profile（名词）	the profile
profit	n.	profit（名词）	the profit
promotion	n.	promotion（名词）	the promotion
proof	n.	proof（名词）	the proof
property	n.	property（名词）	the property
proportion	n.	proportion（名词）	the proportion
proposal	n.	proposal（名词）	the proposal
prospect	n.	prospect（名词）	the prospect
protection	n.	protection（名词）	the protection
protein	n.	protein（名词）	the protein
protocol	n.	protocol（名词）	the protocol
provider	n.	provider（名词）	the provider
province	n.	province（名词）	the province
provision	n.	provision（名词）	the provision
psychology	n.	psychology（名词）	the psychology
public	n.	public（名词）	the public
publication	n.	publication（名词）	the publication
publisher	n.	publisher（名词）	the publisher
purpose	n.	purpose（名词）	the purpose
pursuit	n.	pursuit（名词）	the pursuit
quality	n.	quality（名词）	the quality
quantity	n.	quantity（名词）	the quantity
quarter	n.	quarter（名词）	the quarter
queen	n.	queen（名词）	the queen
queue	n.	queue（名词）	the queue
radio	n.	radio（名词）	the radio
rail	n.	rail（名词）	the rail
railway	n.	railway（名词）	the railway
rain	n.	rain（名词）	the rain
ratio	n.	ratio（名词）	the ratio
reaction	n.	reaction（名词）	the reaction
reader	n.	reader（名词）	the reader
reading	n.	reading（名词）	the reading
reality	n.	reality（名词）	the reality
receipt	n.	receipt（名词）	the receipt
receiver	n.	receiver（名词）	the receiver
recognition	n.	recognition（名词）	the recognition
recommendation	n.	recommendation（名词）	the recommendation
recovery	n.	recovery（名词）	the recovery
reduction	n.	reduction（名词）	the reduction
reference	n.	reference（名词）	the reference
reflection	n.	reflection（名词）	the reflection
reform	n.	reform（名词）	the reform
refugee	n.	refugee（名词）	the refugee
region	n.	region（名词）	the region
regulation	n.	regulation（名词）	the regulation
relation	n.	relation（名词）	the relation
relationship	n.	relationship（名词）	the relationship
relative	n.	relative（名词）	the relative
relief	n.	relief（名词）	the relief
religion	n.	religion（名词）	the religion
remedy	n.	remedy（名词）	the remedy
reminder	n.	reminder（名词）	the reminder
remote	n.	remote（名词）	the remote
removal	n.	removal（名词）	the removal
replacement	n.	replacement（名词）	the replacement
reporter	n.	reporter（名词）	the reporter
representation	n.	representation（名词）	the representation
reputation	n.	reputation（名词）	the reputation
requirement	n.	requirement（名词）	the requirement
researcher	n.	researcher（名词）	the researcher
reservation	n.	reservation（名词）	the reservation
resident	n.	resident（名词）	the resident
resistance	n.	resistance（名词）	the resistance
resolution	n.	resolution（名词）	the resolution
resource	n.	resource（名词）	the resource
respect	n.	respect（名词）	the respect
response	n.	response（名词）	the response
responsibility	n.	responsibility（名词）	the responsibility
restaurant	n.	restaurant（名词）	the restaurant
retirement	n.	retirement（名词）	the retirement
revolution	n.	revolution（名词）	the revolution
rhythm	n.	rhythm（名词）	the rhythm
rice	n.	rice（名词）	the rice
right	n.	right（名词）	the right
river	n.	river（名词）	the river
road	n.	road（名词）	the road
robot	n.	robot（名词）	the robot
role	n.	role（名词）	the role
room	n.	room（名词）	the room
route	n.	route（名词）	the route
routine	n.	routine（名词）	the routine
row	n.	row（名词）	the row
ruler	n.	ruler（名词）	the ruler
rumor	n.	rumor（名词）	the rumor
safety	n.	safety（名词）	the safety
salary	n.	salary（名词）	the salary
sale	n.	sale（名词）	the sale
salt	n.	salt（名词）	the salt
sample	n.	sample（名词）	the sample
sanction	n.	sanction（名词）	the sanction
satellite	n.	satellite（名词）	the satellite
satisfaction	n.	satisfaction（名词）	the satisfaction
sauce	n.	sauce（名词）	the sauce
saving	n.	saving（名词）	the saving
scale	n.	scale（名词）	the scale
scene	n.	scene（名词）	the scene
scheme	n.	scheme（名词）	the scheme
scholar	n.	scholar（名词）	the scholar
scholarship	n.	scholarship（名词）	the scholarship
school	n.	school（名词）	the school
science	n.	science（名词）	the science
scientist	n.	scientist（名词）	the scientist
scope	n.	scope（名词）	the scope
screen	n.	screen（名词）	the screen
script	n.	script（名词）	the script
sea	n.	sea（名词）	the sea
season	n.	season（名词）	the season
second	n.	second（名词）	the second
secret	n.	secret（名词）	the secret
secretary	n.	secretary（名词）	the secretary
section	n.	section（名词）	the section
sector	n.	sector（名词）	the sector
security	n.	security（名词）	the security
seed	n.	seed（名词）	the seed
selection	n.	selection（名词）	the selection
self	n.	self（名词）	the self
seller	n.	seller（名词）	the seller
sentence	n.	sentence（名词）	the sentence
sequence	n.	sequence（名词）	the sequence
series	n.	series（名词）	the series
servant	n.	servant（名词）	the servant
service	n.	service（名词）	the service
session	n.	session（名词）	the session
setting	n.	setting（名词）	the setting
settlement	n.	settlement（名词）	the settlement
sex	n.	sex（名词）	the sex
shade	n.	shade（名词）	the shade
shadow	n.	shadow（名词）	the shadow
sheep	n.	sheep（名词）	the sheep
sheet	n.	sheet（名词）	the sheet
shelf	n.	shelf（名词）	the shelf
shell	n.	shell（名词）	the shell
shelter	n.	shelter（名词）	the shelter
shirt	n.	shirt（名词）	the shirt
shoe	n.	shoe（名词）	the shoe
shore	n.	shore（名词）	the shore
shoulder	n.	shoulder（名词）	the shoulder
shower	n.	shower（名词）	the shower
side	n.	side（名词）	the side
sight	n.	sight（名词）	the sight
signature	n.	signature（名词）	the signature
significance	n.	significance（名词）	the significance
silence	n.	silence（名词）	the silence
silver	n.	silver（名词）	the silver
similarity	n.	similarity（名词）	the similarity
simple	n.	simple（名词）	the simple
simplicity	n.	simplicity（名词）	the simplicity
sin	n.	sin（名词）	the sin
singer	n.	singer（名词）	the singer
single	n.	single（名词）	the single
site	n.	site（名词）	the site
situation	n.	situation（名词）	the situation
size	n.	size（名词）	the size
skill	n.	skill（名词）	the skill
skin	n.	skin（名词）	the skin
sky	n.	sky（名词）	the sky
slice	n.	slice（名词）	the slice
society	n.	society（名词）	the society
software	n.	software（名词）	the software
soil	n.	soil（名词）	the soil
soldier	n.	soldier（名词）	the soldier
solution	n.	solution（名词）	the solution
son	n.	son（名词）	the son
song	n.	song（名词）	the song
soul	n.	soul（名词）	the soul
source	n.	source（名词）	the source
space	n.	space（名词）	the space
speaker	n.	speaker（名词）	the speaker
specialist	n.	specialist（名词）	the specialist
species	n.	species（名词）	the species
speech	n.	speech（名词）	the speech
spirit	n.	spirit（名词）	the spirit
sport	n.	sport（名词）	the sport
square	n.	square（名词）	the square
stability	n.	stability（名词）	the stability
stair	n.	stair（名词）	the stair
standard	n.	standard（名词）	the standard
statement	n.	statement（名词）	the statement
station	n.	station（名词）	the station
statistics	n.	statistics（名词）	the statistics
status	n.	status（名词）	the status
stock	n.	stock（名词）	the stock
stomach	n.	stomach（名词）	the stomach
stone	n.	stone（名词）	the stone
storage	n.	storage（名词）	the storage
storm	n.	storm（名词）	the storm
story	n.	story（名词）	the story
strategy	n.	strategy（名词）	the strategy
stream	n.	stream（名词）	the stream
street	n.	street（名词）	the street
strength	n.	strength（名词）	the strength
string	n.	string（名词）	the string
student	n.	student（名词）	the student
studio	n.	studio（名词）	the studio
stuff	n.	stuff（名词）	the stuff
style	n.	style（名词）	the style
subject	n.	subject（名词）	the subject
substance	n.	substance（名词）	the substance
success	n.	success（名词）	the success
suggestion	n.	suggestion（名词）	the suggestion
summary	n.	summary（名词）	the summary
summer	n.	summer（名词）	the summer
sun	n.	sun（名词）	the sun
supermarket	n.	supermarket（名词）	the supermarket
surface	n.	surface（名词）	the surface
surgeon	n.	surgeon（名词）	the surgeon
surgery	n.	surgery（名词）	the surgery
survey	n.	survey（名词）	the survey
survival	n.	survival（名词）	the survival
suspicion	n.	suspicion（名词）	the suspicion
sustainability	n.	sustainability（名词）	the sustainability
symbol	n.	symbol（名词）	the symbol
sympathy	n.	sympathy（名词）	the sympathy
symptom	n.	symptom（名词）	the symptom
system	n.	system（名词）	the system
table	n.	table（名词）	the table
tactic	n.	tactic（名词）	the tactic
tail	n.	tail（名词）	the tail
talent	n.	talent（名词）	the talent
tank	n.	tank（名词）	the tank
task	n.	task（名词）	the task
taxi	n.	taxi（名词）	the taxi
tea	n.	tea（名词）	the tea
teacher	n.	teacher（名词）	the teacher
teaching	n.	teaching（名词）	the teaching
team	n.	team（名词）	the team
technology	n.	technology（名词）	the technology
telephone	n.	telephone（名词）	the telephone
television	n.	television（名词）	the television
temperature	n.	temperature（名词）	the temperature
temple	n.	temple（名词）	the temple
tenant	n.	tenant（名词）	the tenant
tendency	n.	tendency（名词）	the tendency
tennis	n.	tennis（名词）	the tennis
tension	n.	tension（名词）	the tension
territory	n.	territory（名词）	the territory
text	n.	text（名词）	the text
theater	n.	theater（名词）	the theater
theme	n.	theme（名词）	the theme
theory	n.	theory（名词）	the theory
therapy	n.	therapy（名词）	the therapy
thing	n.	thing（名词）	the thing
thought	n.	thought（名词）	the thought
thread	n.	thread（名词）	the thread
threat	n.	threat（名词）	the threat
throat	n.	throat（名词）	the throat
ticket	n.	ticket（名词）	the ticket
time	n.	time（名词）	the time
timing	n.	timing（名词）	the timing
title	n.	title（名词）	the title
today	n.	today（名词）	the today
toe	n.	toe（名词）	the toe
token	n.	token（名词）	the token
tone	n.	tone（名词）	the tone
tool	n.	tool（名词）	the tool
tooth	n.	tooth（名词）	the tooth
top	n.	top（名词）	the top
topic	n.	topic（名词）	the topic
total	n.	total（名词）	the total
tourist	n.	tourist（名词）	the tourist
town	n.	town（名词）	the town
tradition	n.	tradition（名词）	the tradition
traffic	n.	traffic（名词）	the traffic
tragedy	n.	tragedy（名词）	the tragedy
training	n.	training（名词）	the training
transformation	n.	transformation（名词）	the transformation
transition	n.	transition（名词）	the transition
translation	n.	translation（名词）	the translation
transportation	n.	transportation（名词）	the transportation
traveler	n.	traveler（名词）	the traveler
treasure	n.	treasure（名词）	the treasure
treatment	n.	treatment（名词）	the treatment
treaty	n.	treaty（名词）	the treaty
tree	n.	tree（名词）	the tree
trouble	n.	trouble（名词）	the trouble
truck	n.	truck（名词）	the truck
truth	n.	truth（名词）	the truth
tube	n.	tube（名词）	the tube
twin	n.	twin（名词）	the twin
uncle	n.	uncle（名词）	the uncle
understanding	n.	understanding（名词）	the understanding
unemployment	n.	unemployment（名词）	the unemployment
union	n.	union（名词）	the union
unit	n.	unit（名词）	the unit
